replicate,gain_O,gain_U,gain_V,gain_W
208,0.13330684087870637,-0.027077891017111,-0.016224596092635934,-0.006422804097371948
209,0.09500438742180184,-0.02610020041695349,0.00478012220909807,-0.004432551554212294
210,0.1851044225439057,-0.00848092929053701,-0.0025816722257758773,0.03232926023728977
211,0.10784039472900331,-0.008021089624358435,-0.020173711859863497,-0.002607653235393359
212,0.19775702587247468,-0.02132288553563555,-0.022687505088070603,0.02050079071876687
213,0.12274285494787984,-0.018214550849053435,-0.019535681161599205,-0.0241654791681436
214,0.1083323848322848,-0.0030576550867129626,-0.0030854856568613975,0.004424987108521683
215,0.1709626343521642,-0.011452284197464913,-0.025750943574144092,0.011638002040250783
216,0.1899322813731381,-0.020438054421134666,-0.02488988433259487,0.0060370155104100265
217,0.0819022539813068,-0.020583667420653207,-0.002173047012282936,-0.005130400228910981
218,0.05724400720921219,-0.007922546880711812,-0.008254303773478577,-0.003856284803622989
219,0.13790385914384218,-0.021630648678328424,0.003084607928472094,0.006041856211160268
220,0.18501539964058877,-0.011358614407460221,-0.015777473308216328,0.02876182513450709
221,0.17861996823186932,-0.020016042795961697,-0.019951609753428245,-0.009664980365378772
222,0.14153898858970992,-0.03531421893156539,-0.008984155982170394,0.009654134697654304
223,0.16636452116057543,-0.00023137860257138598,-0.02659107368337188,0.017431794663218425
224,0.07475773668629582,-0.024285161346450757,-0.0020066488125456416,0.04046251733905981
225,0.07902000420155131,-0.0040559232159653735,-0.023397163170872926,-0.0036066774145182556
226,0.19942124676920192,-0.014456650994614684,-0.010268662273057672,0.013552254618027004
227,0.060436278135012955,-0.020886983316942942,-0.02062781582025308,0.027625740343569904
228,0.07175333926116723,-0.020062868929886735,-0.03848355283152416,0.015425696085270002
229,0.17920158521377272,-0.0256650864756911,-0.022568547346825785,0.006854286992137859
230,0.1442361785747145,0.0051378789398808244,0.009569624332569582,0.009462804430658167
231,0.19932495947804274,-0.03109446594581078,-0.02237600990423383,0.015912752157290377
232,0.1294743026862657,-0.003960986276489775,-0.014243285979768983,0.020003875641496083
233,0.14008428876717816,-0.006774381715148214,-0.013328657183782733,-0.008601058863874744
234,0.18540468142621014,-0.029962334329134865,-0.013997921473677177,0.0071301180880336545
235,0.11774548755876191,-0.02224140268964092,-0.015187731464478382,0.024211889791912022
236,0.11839591327769095,-0.012132299104057331,0.009236950716754011,0.006591152252894528
237,0.15630136368310965,-0.022330881214828846,-0.03165262628438703,-0.0018450703959378423
238,0.20576390663625044,-0.011225333924946623,-0.0004435862978153793,0.014101617886123852
239,0.19035266894612524,-0.011076252857016522,-0.028741577688302877,0.011842641582107016
240,0.206707395354762,-0.013261703552417625,-0.025269046074203994,0.010382261841194396
241,0.11794168990165688,-0.022229235517179147,-0.007780316220099337,0.017006114317023147
