split,branch_label,seed,time,origin_time,source_pair,endpoint,weight,q28_fit_error,residual_fraction,residual_component_entropy,residual_largest_axis_share,residual_effective_dimension,residual_z_scaled,residual_z_ara,residual_dominant_axis,q28_source_flip,child_weight_entropy,strongest_child_weight_share,positive_child_count,origin_exact_error,origin_seed_error,origin_time_error,origin_exact_pair,origin_exact_flip,origin_exact_is_local,origin_exact_is_strongest_child,origin_exact_shares_endpoint,origin_exact_is_active,optimal_exact_error,optimal_exact_lag,optimal_exact_pair,optimal_exact_flip,path_partner_persistence,path_flip_persistence,path_adjacency_share,path_self_return
development,c2,20,36,38,0-9,0,0.00029797168124942597,0.016089707538731943,0.016089707538727984,0.06933745771631805,0.9874379925748761,1.0255224950194326,0.015988328639115878,1.0159883286391158,z,I,0.0,1.0,1,0.9262623823497929,0.9648602712680704,0.9300553550253352,1-8,Fx,0.0,0.0,0.0,0.0,0.9201221284753508,6,7-11,Fx,0.5714285714285714,1.0,0.8333333333333334,0.0
development,c2,20,42,44,2-6,2,0.00016242055309134695,0.02761407211922688,0.02761407211923128,0.010348152271395824,0.9986275836265524,1.002749546734491,-0.02759511661092881,0.9724048833890712,z,I,0.0,1.0,1,0.9038299005133693,0.9363380041569156,0.9498699692636204,7-11,I,0.0,0.0,0.0,0.0,0.9038299005133693,0,7-11,I,0.7142857142857143,1.0,1.0,0.0
development,c2,20,44,46,7-8,8,0.00037363930656396024,0.010879948035027797,0.0108799480350233,0.016234102113273873,0.9977042493266932,1.0046047017306583,-0.01086745203496372,0.9891325479650362,z,I,0.0,1.0,1,0.9127142678350596,0.9297406808738583,0.9465047080104063,7-11,I,0.0,0.0,0.0,0.0,0.9127142678350596,0,7-11,I,0.42857142857142855,1.0,1.0,0.0
development,c2,20,48,50,4-7,4,8.932704367248245e-06,0.05448381675972046,0.05448381675971744,0.028235632162026195,0.9956482327115366,1.0087510441854621,0.05436513705656431,1.0543651370565643,z,I,0.0,1.0,1,0.9589534503304852,0.9374463399635521,0.962048393213076,6-11,Fx,0.0,0.0,0.0,0.0,0.93880410342783,5,8-10,Fx,0.42857142857142855,1.0,1.0,0.0
development,c2,20,54,56,2-6,6,0.0013581228121190073,0.05487840978423664,0.05487840978423605,0.03749166852477881,0.9939392923852874,1.012213691233971,-0.054711856044294044,0.9452881439557059,z,I,0.0,1.0,1,0.9301021367121951,0.8895913629257336,0.8961940053709003,8-10,I,0.0,0.0,0.0,0.0,0.8928529037632641,4,5-7,Fz,0.7142857142857143,0.7142857142857143,0.8333333333333334,0.0
development,c2,20,172,174,0-1,0,1.5459484516491167e-05,0.028787202763517244,0.028787202763520463,0.001282219544956172,0.9998673705000787,1.0002653029809694,-0.02878529368406497,0.971214706315935,z,I,0.0,1.0,1,0.92839325177852,0.9215398092994224,0.9196707051056597,6-8,I,0.0,0.0,0.0,0.0,0.9248117846308435,1,6-8,I,0.5714285714285714,0.7142857142857143,1.0,0.0
development,c2,20,204,206,0-1,0,3.95022724242744e-05,0.07451797742590294,0.07451797742590333,0.029323046425921043,0.9954525077977057,1.0091468718013317,-0.07434834939999371,0.9256516506000063,z,Fz,0.0,1.0,1,0.9342485323022508,0.877052851300121,0.8751905144334641,5-11,I,0.0,0.0,0.0,0.0,0.8750533669786607,5,6-11,Fz,0.8571428571428571,0.8571428571428571,1.0,0.0
development,c2,20,208,210,4-7,4,5.967001761657178e-06,0.01776691734562946,0.017766917345631947,0.0025538948292292757,0.9997153643844541,1.0005694738207984,-0.017764388616950066,0.9822356113830499,z,Fz,0.0,1.0,1,0.8989297486159941,0.9394048135528329,0.9496627135834765,6-11,Fz,0.0,0.0,0.0,0.0,0.8984209761433374,1,6-11,Fz,0.5714285714285714,0.8571428571428571,1.0,0.0
development,c2,20,214,216,2-6,6,0.00011623039637742583,0.2262488377358893,0.2262488377358896,0.02372839721986886,0.9964438261167551,1.0071440536821599,-0.2258461893412081,0.774153810658792,z,I,0.0,1.0,1,0.904154143321209,0.9026175885623162,0.9301740013299422,7-10,I,0.0,0.0,0.0,0.0,0.8667250975553004,4,7-10,I,1.0,1.0,1.0,0.0
development,c2,21,10,12,5-11,11,0.00022965549512604655,0.09360645206193619,0.09360645206193731,0.12164027881077798,0.9751376346915601,1.0513008808074413,0.09243548912190075,1.0924354891219008,z,Fz,0.0,1.0,1,0.9431636786698852,0.9462014803339458,0.9315599444776844,4-5,Fx,0.0,0.0,0.0,1.0,0.9011797693120503,4,3-4,Fx,0.7142857142857143,1.0,1.0,0.0
development,c2,21,22,24,7-10,7,0.00018509534319080534,0.004316564457376106,0.00431656445739564,0.018758205941541258,0.9972892492059531,1.0054399118640078,-0.0043107099218913205,0.9956892900781087,z,Fz,0.0,1.0,1,0.9048487101818925,0.8982642145602631,0.9125616806877347,1-5,I,0.0,0.0,0.0,0.0,0.9048487101818925,0,1-5,I,0.42857142857142855,0.5714285714285714,1.0,0.0
development,c2,21,106,108,5-11,11,4.700408664241179e-06,0.015353901775042473,0.015353901775034911,0.00033610549285092387,0.9999694570167489,1.0000610882987437,-0.015353667296262101,0.9846463327037379,z,Fz,0.0,1.0,1,0.8992703724231458,0.9531065840746409,0.9595000383716413,9-10,Fz,0.0,0.0,0.0,1.0,0.8910414841921375,6,10-11,Fz,0.42857142857142855,1.0,1.0,0.0
development,c2,21,118,120,7-10,7,3.334758318521765e-07,0.0022248865754934317,0.002224886575469654,0.00012913661753478656,0.9999891936739098,1.0000216129441246,-0.0022248745540122527,0.9977751254459878,z,I,0.0,1.0,1,0.8956130976046155,0.9521683054874789,0.9227954077294098,0-11,I,0.0,0.0,0.0,0.0,0.8956130976046155,0,0-11,I,0.5714285714285714,1.0,1.0,0.0
development,c2,21,130,132,0-3,3,0.0007718912582623805,0.011172695942819015,0.011172695942815343,0.1189369131279309,0.9758162491880478,1.049857987772805,0.01103677026781949,1.0110367702678196,z,I,0.0,1.0,1,0.9540908168458052,0.9457105430993813,0.9528115470596136,1-3,Fx,0.0,0.0,1.0,0.0,0.9311232236145291,5,2-4,Fx,0.42857142857142855,1.0,1.0,0.0
development,c2,21,156,158,4-9,9,8.814989244827764e-06,0.009673162137164022,0.009673162137164001,0.00196181452888072,0.9997876659546752,1.0004247808241635,-0.009672135111819162,0.9903278648881808,z,Fz,0.0,1.0,1,0.9190063460684529,0.9424465776705,0.8952329207808472,0-6,I,0.0,0.0,0.0,0.0,0.9039698488303205,6,1-7,I,0.5714285714285714,0.5714285714285714,1.0,0.0
development,c2,21,182,184,7-10,7,0.0025616686265430566,0.00044112943900222743,0.0004411294386794423,0.25352114227802636,0.9370855731739908,1.1362235658183295,-0.0004270273262354428,0.9995729726737645,z,I,0.0,1.0,1,0.2814028771130996,0.8163924751833113,0.7023271820009961,5-11,Fz,0.0,0.0,0.0,0.0,0.2814028771130996,0,5-11,Fz,0.42857142857142855,0.5714285714285714,0.8333333333333334,0.0
development,c2,21,194,196,0-3,3,0.000221227010338167,0.1343458556367929,0.1343458556367932,0.0023840711000171024,0.9997363392355804,1.000527495357995,-0.13432814360372727,0.8656718563962728,z,I,0.0,1.0,1,0.9707120631484363,0.9635555317053689,0.9100437740640965,2-6,I,0.0,0.0,0.0,0.0,0.9336645073651932,5,3-10,I,0.7142857142857143,0.8571428571428571,0.8333333333333334,0.0
development,c2,21,212,214,1-9,9,4.7279732913768635e-05,0.06532828887281728,0.0653282888728169,0.009809161745595613,0.9987085536844214,1.0025870665236438,-0.06528609125544209,0.934713908744558,z,Fz,0.0,1.0,1,0.936466372482875,0.9268464529302962,0.8969701863667017,5-10,Fz,0.0,0.0,0.0,0.0,0.936466372482875,0,5-10,Fz,0.5714285714285714,0.7142857142857143,1.0,0.0
development,c2,22,30,32,6-8,8,7.84945669546252e-06,0.025317569085249698,0.025317569085254173,0.007135143050989556,0.999099542604598,1.0018029433099933,0.02530616782192996,1.02530616782193,z,Fz,0.0,1.0,1,0.9286930735605213,0.928189226635782,0.9404579848722834,1-7,Fx,0.0,0.0,0.0,0.0,0.9286930735605213,0,1-7,Fx,0.42857142857142855,1.0,1.0,0.0
development,c2,22,44,46,2-10,10,0.0009271017611417673,0.041698277329744335,0.04169827732974205,0.018094974950010365,0.9973992882150428,1.0052183680164013,-0.04164401942885316,0.9583559805711468,z,I,0.0,1.0,1,0.9319120663506582,0.9433562556879933,0.906257013315524,3-6,Fz,0.0,0.0,0.0,0.0,0.9244922011683566,5,2-7,I,0.2857142857142857,0.5714285714285714,1.0,0.0
development,c2,22,76,78,2-10,10,0.01565940772416452,0.0589691669138437,0.058969166913844503,0.18897247546874524,0.9568844790685263,1.0910391661598475,-0.0576839175554227,0.9423160824445773,z,I,0.0,1.0,1,0.8800212014550243,0.8276614682402336,0.8841199495601108,3-10,I,0.0,0.0,1.0,0.0,0.7937204397817392,5,4-9,Fz,0.5714285714285714,0.7142857142857143,1.0,0.0
development,c2,22,100,102,3-10,10,2.3372990416437034e-05,0.014097492087002639,0.014097492086993926,0.01935612357867471,0.9971894608426162,1.005640870557444,0.014077667370891847,1.0140776673708918,z,Fz,0.0,1.0,1,0.9237867823044296,0.9222138422444125,0.9471948508462052,5-6,Fx,0.0,0.0,0.0,1.0,0.8623261585003306,3,5-6,Fx,1.0,1.0,1.0,0.0
development,c2,22,108,110,2-10,10,5.753313457156767e-09,0.007269072856182065,0.007269072856179933,0.0026282998732811867,0.9997061186587971,1.0005879786487772,0.007268004655252948,1.007268004655253,z,I,0.0,1.0,1,0.9333802249639997,0.9427949924024133,0.909352359003186,4-5,Fx,0.0,0.0,0.0,1.0,0.8676946083098948,2,4-5,Fx,0.8571428571428571,1.0,1.0,0.0
development,c2,22,118,120,0-5,0,1.3203167640888844e-06,0.0035856353558627635,0.003585635355866879,0.002783175399211684,0.9996867681506215,1.000626709045703,-0.0035850737442879184,0.996414926255712,z,Fz,0.0,1.0,1,0.8962653770567023,0.9606375824057601,0.9010694090461155,4-6,Fz,0.0,0.0,0.0,0.0,0.8703936619159972,6,2-5,Fz,0.5714285714285714,1.0,0.8333333333333334,0.0
development,c2,22,136,138,6-8,6,0.00037214400881691034,0.009423232794318736,0.009423232794323987,0.01954506833335225,0.9971578135966214,1.0057046137999806,-0.009409831973579018,0.990590168026421,z,Fz,0.0,1.0,1,0.8909208445186684,0.9346209844702317,0.9095921445745535,3-4,Fz,0.0,0.0,0.0,1.0,0.8909208445186684,0,3-4,Fz,0.42857142857142855,0.5714285714285714,1.0,0.0
development,c2,22,180,182,2-10,2,6.622756995290635e-06,0.011746829321919273,0.011746829321920399,0.007923454715551273,0.9989862502675846,1.00203007077003,-0.011740873639603916,0.988259126360396,z,I,0.0,1.0,1,0.9407211888234346,0.9254775528933399,0.9282440975649814,3-4,Fz,0.0,0.0,0.0,1.0,0.9104809446869414,2,3-4,Fz,0.5714285714285714,1.0,1.0,0.0
development,c2,22,182,184,8-9,8,7.383364667446976e-05,0.016653368491692612,0.016653368491685888,0.022061521465415374,0.9967312906394674,1.0065641997496688,0.01662612870299129,1.0166261287029912,z,Fz,0.0,1.0,1,0.9234480487547667,0.9401152798229035,0.9501072934129361,3-4,Fx,0.0,0.0,0.0,1.0,0.6598716762775126,5,5-9,Fx,0.42857142857142855,1.0,0.6666666666666666,0.0
development,c2,23,14,16,1-5,1,2.0182076110445736e-05,0.057283705915011036,0.05728370591501058,0.02962170433400718,0.9953985053992159,1.0092561185516602,0.057151758619561656,1.0571517586195616,z,Fz,0.0,1.0,1,0.9251874069058716,0.9416703276125924,0.9482616623379784,3-4,Fx,0.0,0.0,0.0,1.0,0.8957904978190795,6,2-3,Fx,0.7142857142857143,1.0,1.0,0.0
development,c2,23,24,26,0-7,7,7.067830703742263e-07,0.027116111521616224,0.027116111521616155,0.001201091983657892,0.9998766002206328,1.0002468376312563,-0.0271144384089096,0.9728855615910904,z,Fz,0.0,1.0,1,0.920030724092349,0.9355590358586899,0.9162259556296555,1-2,I,0.0,0.0,0.0,0.0,0.8877852072847792,2,1-2,I,0.7142857142857143,1.0,1.0,0.0
development,c2,23,46,48,1-5,1,1.660773765548018e-05,0.011436052300743101,0.011436052300747184,0.005415353731046755,0.9993401551685771,1.0013207787254834,0.011432278668140203,1.0114322786681402,z,Fz,0.0,1.0,1,0.9392523991219919,0.9499914960283319,0.9492613604103238,10-11,Fx,0.0,0.0,0.0,1.0,0.9337279018212508,5,9-10,Fx,0.5714285714285714,1.0,1.0,0.0
development,c2,23,52,54,3-4,3,4.3510070046881566e-05,0.03415150730529477,0.03415150730529271,0.034545080271403954,0.9944935563395568,1.0110890237632781,0.03405735083409393,1.034057350834094,z,I,0.0,1.0,1,0.9428776682485502,0.9722518801697683,0.9367018507475819,9-10,Fx,0.0,0.0,0.0,1.0,0.9293436876037676,6,7-9,Fx,0.42857142857142855,1.0,1.0,0.0
development,c2,23,80,82,5-7,7,0.0008002641970759616,0.1677128715613035,0.1677128715613028,0.2218018347790742,0.9470889409883531,1.1131181221730295,0.16321564201479366,1.1632156420147937,z,Fz,0.0,1.0,1,0.9206800314508677,0.9711529802690223,0.9592385319995753,4-5,Fx,0.0,0.0,0.0,1.0,0.9206800314508677,0,4-5,Fx,0.42857142857142855,1.0,1.0,0.0
development,c2,23,120,122,0-7,7,1.141988752209784e-05,0.011072536967032988,0.01107253696703476,0.0039148342720722006,0.9995415071134875,1.000917511505118,0.01106999833629785,1.0110699983362978,z,Fz,0.0,1.0,1,0.9295472046626869,0.95400389701256,0.9360743315830974,1-5,Fx,0.0,0.0,0.0,0.0,0.8913365579160047,4,1-2,Fx,0.5714285714285714,1.0,1.0,0.0
development,c2,23,122,124,1-5,5,0.0017533431833376412,0.23270520916051876,0.2327052091605192,0.44775980133521676,0.8639956486685949,1.3232115190745892,0.2163026712364081,1.216302671236408,z,I,0.0,1.0,1,0.9307316679043498,0.9308286695173991,0.9302174809049497,0-4,Fz,0.0,0.0,0.0,0.0,0.9068356554660892,2,1-2,Fx,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.0
development,c2,23,122,124,5-7,5,0.00014452069543133272,0.10958163552474769,0.10958163552474864,0.008457731151479846,0.9989084943781547,1.0021859923061538,-0.10952181471099011,0.8904781852890099,z,Fz,0.0,1.0,1,0.9192675279313999,0.9201814942941764,0.9183929274016207,1-2,Fz,0.0,0.0,0.0,1.0,0.8758161926870697,2,1-2,Fz,0.7142857142857143,1.0,1.0,0.0
development,c2,23,152,154,0-7,7,0.0028848140237818787,0.016272839747100948,0.016272839747098908,0.13231314677089637,0.9724159586305793,1.057112359694813,0.01604683497497669,1.0160468349749767,z,I,0.0,1.0,1,0.9651824680563287,0.9594175013753997,0.9366540519579875,5-6,Fx,0.0,0.0,0.0,1.0,0.923397274482346,1,2-4,Fx,0.2857142857142857,1.0,0.6666666666666666,0.0
development,c2,23,194,196,4-5,5,1.0363161583345874e-05,0.021985140792521538,0.021985140792526874,0.0004915703342158107,0.9999537409876631,1.0000925233746123,-0.021984632281196424,0.9780153677188036,z,I,0.0,1.0,1,0.944776258789894,0.948088554420117,0.9543865039002659,1-3,Fz,0.0,0.0,0.0,0.0,0.9150681755267687,2,1-3,Fz,1.0,1.0,1.0,0.0
development,c2,23,208,210,5-7,7,2.5077366885989123e-06,0.02148394961357364,0.021483949613570943,0.006611679007622659,0.9991737729422566,1.0016541618715293,0.021475072469318877,1.021475072469319,z,Fz,0.0,1.0,1,0.9248979042103529,0.926952973646732,0.909664932350145,0-2,Fx,0.0,0.0,0.0,0.0,0.9248979042103529,0,0-2,Fx,0.42857142857142855,1.0,1.0,0.0
development,c2,23,216,218,0-7,7,1.6405584314492776e-05,0.011100776073068785,0.011100776073063909,0.0016294412679069513,0.9998271431416439,1.0003457884257758,-0.011099816608960979,0.988900183391039,z,Fz,0.0,1.0,1,0.9581137533090205,0.9405423483752345,0.9284818365826055,2-11,I,0.0,0.0,0.0,0.0,0.9488917348713117,6,0-4,I,0.2857142857142857,0.7142857142857143,1.0,0.0
development,c2,23,226,228,4-5,5,0.0003176954159491707,0.15548828453418903,0.15548828453418892,0.23579738327452074,0.9427401410352093,1.1230928657296988,0.15097104868700362,1.1509710486870035,z,I,0.0,1.0,1,0.9637658075997663,0.9578571712707411,0.9552260654733387,4-7,Fx,0.0,0.0,0.0,0.0,0.9637658075997663,0,4-7,Fx,0.2857142857142857,1.0,1.0,0.0
development,c2,24,18,20,2-6,6,1.2678878535074024e-05,0.01479410098346443,0.014794100983463747,0.0011018233201648365,0.9998877972121992,1.0002244370520907,-0.014793270990494536,0.9852067290095055,z,Fz,0.0,1.0,1,0.9381847649328029,0.9285868591631548,0.9388519886324486,3-5,Fz,0.0,0.0,0.0,0.0,0.935854134650799,3,2-3,I,0.42857142857142855,0.5714285714285714,1.0,0.0
development,c2,24,44,46,4-7,4,9.797347920773025e-05,0.044197684268471135,0.0441976842684748,0.03748319886926354,0.9939408985752926,1.012210429832941,0.044063581698706916,1.044063581698707,z,I,0.0,1.0,1,0.9116039892637089,0.9301058358166593,0.9207458718316636,1-11,Fx,0.0,0.0,0.0,0.0,0.9024662951087328,6,0-10,Fx,0.42857142857142855,1.0,1.0,0.0
development,c2,24,82,84,2-6,6,3.833197234538732e-05,0.07926003243684367,0.07926003243684498,0.05559778040445248,0.9903491450978713,1.019536357002089,0.07887664164570352,1.0788766416457034,z,I,0.0,1.0,1,0.9637241541410768,0.960114722422694,0.9518444323447502,2-9,Fx,0.0,0.0,0.0,0.0,0.9637241541410768,0,2-9,Fx,0.2857142857142857,1.0,0.8333333333333334,0.0
development,c2,24,140,142,4-7,4,0.00018549179800033885,0.03732836573620901,0.03732836573620792,0.0026251234232865443,0.9997065140521784,1.0005871872812073,-0.03732288765884438,0.9626771123411556,z,I,0.0,1.0,1,0.9259019306814491,0.8859484934657441,0.9131556377276674,1-11,I,0.0,0.0,0.0,0.0,0.9259019306814491,0,1-11,I,0.42857142857142855,0.7142857142857143,1.0,0.0
development,c2,24,166,168,2-6,2,0.0017895825592680742,0.13295065828017277,0.13295065828017394,0.011761135299332839,0.9984122287994526,1.0031818529517191,-0.13284506873735932,0.8671549312626406,z,Fz,0.0,1.0,1,0.9343668165655551,0.9484339360421509,0.8770837337292812,2-5,I,0.0,0.0,1.0,0.0,0.9343668165655551,0,2-5,I,0.2857142857142857,0.5714285714285714,0.8333333333333334,0.0
development,c2,24,192,194,0-9,0,8.819670933163382e-06,0.03679531113131277,0.036795311131314325,0.02632233952887063,0.995989109129726,1.008062128964936,0.03672144600191108,1.0367214460019112,z,I,0.0,1.0,1,0.9110113757564077,0.9151247901904013,0.970879442405876,6-10,Fx,0.0,0.0,0.0,0.0,0.9110113757564077,0,6-10,Fx,0.8571428571428571,1.0,1.0,0.0
development,c2,24,210,212,2-6,6,0.0006707957898477446,0.07956563046139245,0.0795656304613903,0.13830030694626252,0.9708599495413229,1.0604525696959053,0.07839778656169039,1.0783977865616903,z,I,0.0,1.0,1,0.9580141061107016,0.9469182678822278,0.9308556866157071,0-7,Fx,0.0,0.0,0.0,0.0,0.9580141061107016,0,0-7,Fx,0.2857142857142857,1.0,1.0,0.0
development,c2,25,6,8,5-11,11,1.72170828126989e-06,0.008725494032797956,0.008725494032796911,0.00024557229639212704,0.9999782974822432,1.0000434062130323,-0.008725399349688601,0.9912746006503114,z,I,0.0,1.0,1,0.9388120436580185,0.9595530144309262,0.9332233432905014,4-8,Fz,0.0,0.0,0.0,0.0,0.9044861770056087,2,4-6,I,0.42857142857142855,0.8571428571428571,1.0,0.0
development,c2,25,16,18,1-9,9,2.6115049967952685e-06,0.014220034556029052,0.01422003455603317,0.0015674217925692028,0.9998344090974209,1.000331250365107,-0.014218857153110928,0.9857811428468891,z,I,0.0,1.0,1,0.9308572032825722,0.9125181079936047,0.9385185479939744,2-4,Fz,0.0,0.0,0.0,0.0,0.8621074958470387,3,2-4,Fz,1.0,1.0,1.0,0.0
development,c2,25,18,20,7-10,7,0.0003726556141422921,0.0006783136405150232,0.0006783136406245889,0.03844933088759386,0.9937572062130221,1.012583505709551,-0.0006761930397339133,0.9993238069602661,z,I,0.0,1.0,1,0.836340046760116,0.8652149728334309,0.9294342630077457,2-4,Fz,0.0,0.0,0.0,0.0,0.8266841982184783,1,2-4,Fz,0.8571428571428571,0.8571428571428571,1.0,0.0
development,c2,25,24,26,1-9,1,1.2105011903297894e-05,0.01640002415933371,0.016400024159331204,0.0030476360948373674,0.9996534108583398,1.0006934786766741,-0.016397181877885594,0.9836028181221144,z,Fz,0.0,1.0,1,0.9191804040958342,0.923993186673852,0.9555554367203123,2-5,I,0.0,0.0,0.0,0.0,0.8981758113756002,6,3-5,Fz,0.8571428571428571,0.8571428571428571,1.0,0.0
development,c2,25,24,26,4-9,9,2.3606749628699627e-06,0.050904522429629465,0.050904522429626675,0.020374628248495872,0.9970182317507588,1.0059858168938385,0.050828573027118816,1.0508285730271187,z,Fz,0.0,1.0,1,0.9265814215692049,0.9311658152381027,0.9609973261545897,2-5,Fx,0.0,0.0,0.0,0.0,0.9064989203136605,6,3-5,Fx,0.8571428571428571,1.0,1.0,0.0
development,c2,25,46,48,0-11,11,0.00020523665599214702,0.022790014357298476,0.02279001435729899,0.050280427270724314,0.9914343268374209,1.0173160313852139,0.02269219853504783,1.022692198535048,z,I,0.0,1.0,1,0.9370932960875635,0.9389130805189939,0.9591194282290936,4-6,Fx,0.0,0.0,0.0,0.0,0.9304153522409245,3,4-7,Fx,0.42857142857142855,1.0,1.0,0.0
development,c2,25,48,50,1-9,9,6.777956765216878e-05,0.05917816768766912,0.05917816768766774,0.00508140062703751,0.9993857231957847,1.001229497412024,-0.05915998900769028,0.9408400109923097,z,Fz,0.0,1.0,1,0.9433953292356008,0.9350481403965959,0.9482717889354417,4-7,I,0.0,0.0,0.0,0.0,0.9203829699211882,1,4-7,I,0.42857142857142855,0.7142857142857143,1.0,0.0
development,c2,25,78,80,0-11,11,0.0006298939826114916,0.1766485423219983,0.17664854232199823,0.0041359041935613615,0.9995124179703018,1.0009757586318315,-0.17660547174384383,0.8233945282561561,z,I,0.0,1.0,1,0.9349715389076128,0.915545063857071,0.9509438363556854,4-11,Fz,0.0,0.0,1.0,0.0,0.9292177260087683,1,2-11,Fz,0.5714285714285714,1.0,1.0,0.0
development,c2,25,100,102,5-11,5,4.4023147040325034e-05,0.010088602712005925,0.010088602712030558,0.006438617474644519,0.9991981299651537,1.0016053485898748,0.010084557026735334,1.0100845570267354,z,Fz,0.0,1.0,1,0.9336540426462016,0.9523488651731581,0.9334846806242642,0-10,Fx,0.0,0.0,0.0,0.0,0.9195216738670734,6,9-10,Fx,0.5714285714285714,1.0,1.0,0.0
development,c2,25,112,114,1-9,9,0.00046165807882500576,0.33035930295048854,0.33035930295048865,0.0009946451925229324,0.9998997590757414,1.000200506971139,-0.33034274477459397,0.6696572552254061,z,Fz,0.0,1.0,1,0.9284145329782764,0.9570727407330744,0.9081464586169701,9-11,Fz,0.0,0.0,1.0,0.0,0.9146799207253051,1,8-9,Fz,0.42857142857142855,1.0,1.0,0.0
development,c2,25,158,160,3-8,3,1.584117713316832e-05,0.016994084095579846,0.016994084095584942,0.020865649678815445,0.9969351326330648,1.0061532758643148,0.016968021804006087,1.016968021804006,z,Fz,0.0,1.0,1,0.9507982487756387,0.9591552612473901,0.939100317993456,0-6,Fx,0.0,0.0,0.0,0.0,0.6447327638383675,4,1-5,Fx,0.2857142857142857,1.0,0.6666666666666666,0.0
development,c2,25,184,186,4-9,9,0.0005662425293540552,0.033453628943192114,0.03345362894318948,0.03433294063307778,0.9945331042769041,1.0110088358069302,-0.033362059871538,0.966637940128462,z,Fz,0.0,1.0,1,0.9316392924853875,0.9222140087264603,0.908786821818012,0-1,I,0.0,0.0,0.0,0.0,0.9176032106721654,4,1-11,I,0.42857142857142855,1.0,1.0,0.0
