parent_prime,child_gate_count,child_centroid,mean_ridge_distance,mean_phi_pair_distance,minimum_phi_pair_distance,nearest_phi_residue_hit_count,nearest_phi_residue_hit_share
4000004039,6337,0.991497563282833,0.5002693201390203,0.26337786164450966,3.771123240563444e-05,6,0.0009468202619536059
4000004087,6337,0.9927292524471254,0.5001677384079198,0.26327933797726927,0.00011418303237805713,4,0.0006312135079690705
4000004111,6337,0.9961855578151335,0.499634860446205,0.263351107303045,0.00010443607110747988,6,0.0009468202619536059
4000004119,6337,0.9966012438451739,0.4995689686983624,0.2637226848969209,3.272105498683405e-05,6,0.0009468202619536059
4000004123,6337,0.9968090868601872,0.4995130418468663,0.2635148804652936,3.6306906348297684e-05,6,0.0009468202619536059
4000004153,6337,0.9961586621949461,0.49938482264533335,0.26359995451834767,1.55155010647977e-05,6,0.0009468202619536059
4000004161,6337,0.9962587414709947,0.49952968805281694,0.26346510445226806,0.00011968254794366296,5,0.0007890168849613382
4000004167,6337,0.9953080789775882,0.4996677083641927,0.2632362703868612,4.788670503844282e-05,5,0.0007890168849613382
4000004201,6337,0.9951811040813462,0.49967260012196013,0.2630785161754133,3.4636208619424367e-05,9,0.0014202303929304087
4000004209,6337,0.9949655766034151,0.4993527287623918,0.26317868237246644,6.589151072837468e-06,6,0.0009468202619536059
4000004237,6337,0.9957892642005828,0.49990850586510605,0.2631257832150778,7.158239755539211e-05,6,0.0009468202619536059
4000004269,6337,0.9949271542888609,0.4993147595383726,0.2630761894940994,5.6460660007242115e-05,5,0.0007890168849613382
4000004291,6337,0.9944922571015438,0.4994440065520276,0.2628789125986989,0.00011589835092587701,3,0.0004734101309768029
4000004299,6337,0.9952235498855647,0.49926977333095435,0.2628670391304047,2.1916076127428326e-06,7,0.0011046236389458735
4000004311,6337,0.9955314721766371,0.4995862935093927,0.26269650686539764,0.0002856391930091237,3,0.0004734101309768029
4000004329,6337,0.995835552236258,0.49937828347890245,0.2627949630993211,0.00013872459822447656,8,0.001262427015938141
4000004363,6337,0.9966553976019644,0.4993384398590058,0.2629367116690027,0.0002435462602554851,6,0.0009468202619536059
4000004377,6337,0.9986452751704721,0.4991460304765389,0.263003638082402,0.00017379861891837477,3,0.0004734101309768029
4000004381,6337,0.9997999384474481,0.4992671034423791,0.26310933181654866,9.228864626243317e-05,5,0.0007890168849613382
4000004387,6337,0.9988492759540336,0.49947099860514677,0.26308237045639293,0.00011834880207634952,8,0.001262427015938141
4000004401,6337,0.997998692736683,0.49985710216762547,0.2626423184555141,6.9517193857373864e-06,7,0.0011046236389458735
4000004417,6337,0.9994612783047285,0.4989940518516239,0.2633536934899082,2.1506006024470216e-05,5,0.0007890168849613382
4000004429,6337,1.001347234365722,0.4996106659464329,0.2632438052018702,0.00010525392530073156,8,0.001262427015938141
4000004441,6337,1.001023943148827,0.4993349133512971,0.2636716720360568,8.529896408799373e-06,8,0.001262427015938141
4000004467,6337,1.0004812822225448,0.4995085225155024,0.2634010291477736,0.00010914448705079971,5,0.0007890168849613382
4000004479,6337,1.0017360247755684,0.5000262936019331,0.2630761978629465,0.00017269876784066311,6,0.0009468202619536059
4000004483,6337,1.0019438677905892,0.49993801124591675,0.2631904561065845,6.006055750021686e-05,4,0.0006312135079690705
