scale,anchor,initial_candidate,true_next_prime,initial_delta,final_delta,handover_events,candidate_states,Y0,Y3,residue,pair_representative,orientation,odds,ara_oriented,closeness,closeness_float,final_residue,final_pair_representative,final_closeness,final_closeness_float,delta_closeness,closeness_increase_steps,closeness_decrease_steps,candidate_path,closeness_path,gate_path,total_nonbase_gate_crossings
high,610000396183,610000396185,610000396193,2,10,2,3,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,13,1,1/7,0.14285714285714285,-0.5714285714285714,0,1,610000396185|610000396189|610000396193,5/7|5/7|1/7,3|3559,62539
high,610000396278,610000396279,610000396319,1,41,1,2,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,13,1,1/7,0.14285714285714285,0.0,0,0,610000396279|610000396319,1/7|1/7,39451,62539
high,610000396525,610000396527,610000396529,2,4,1,2,0,1,11,3,right,3/11,11/7,3/7,0.42857142857142855,13,1,1/7,0.14285714285714285,-0.2857142857142857,0,1,610000396527|610000396529,3/7|1/7,3,62539
high,610000396529,610000396531,610000396531,2,2,0,1,1,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,1,1,1/7,0.14285714285714285,0.0,0,0,610000396531,1/7,,62539
high,610000397473,610000397477,610000397507,4,34,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,1,1,610000397477|610000397483|610000397507,5/7|1/7|3/7,5779|92959,62539
high,610000397949,610000397953,610000397969,4,20,1,2,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,610000397953|610000397969,5/7|3/7,173,62539
high,610000397988,610000397989,610000398013,1,25,2,3,0,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,13,1,1/7,0.14285714285714285,-0.2857142857142857,0,1,610000397989|610000397999|610000398013,3/7|1/7|1/7,673|177511,62539
high,610000398113,610000398115,610000398127,2,14,2,3,0,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,1,1,1/7,0.14285714285714285,-0.2857142857142857,1,1,610000398115|610000398121|610000398127,3/7|5/7|1/7,5|83,62539
high,610000398162,610000398163,610000398173,1,11,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,5,5,5/7,0.7142857142857143,0.0,1,1,610000398163|610000398167|610000398173,5/7|1/7|5/7,13|307,62539
high,610000398196,610000398197,610000398233,1,37,3,4,0,0,1,1,left,1/13,1/7,1/7,0.14285714285714285,9,5,5/7,0.7142857142857143,0.5714285714285714,2,0,610000398197|610000398199|610000398229|610000398233,1/7|3/7|5/7|5/7,1861|105373|230941,62539
high,610000398322,610000398323,610000398323,1,1,0,1,1,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,1,1,1/7,0.14285714285714285,0.0,0,0,610000398323,1/7,,62539
high,610000398385,610000398387,610000398437,2,52,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,3,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,610000398387|610000398389|610000398437,5/7|3/7|3/7,3|128111,62539
high,610000398658,610000398659,610000398691,1,33,1,2,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,5,5,5/7,0.7142857142857143,0.5714285714285714,1,0,610000398659|610000398691,1/7|5/7,414521,62539
high,610000398893,610000398895,610000398911,2,18,3,4,0,0,13,1,right,1/13,13/7,1/7,0.14285714285714285,1,1,1/7,0.14285714285714285,0.0,2,1,610000398895|610000398899|610000398901|610000398911,1/7|3/7|5/7|1/7,5|1103|2083,62539
high,610000399152,610000399153,610000399153,1,1,0,1,1,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,5,5,5/7,0.7142857142857143,0.0,0,0,610000399153,5/7,,62539
high,610000399163,610000399165,610000399171,2,8,1,2,0,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,9,5,5/7,0.7142857142857143,0.2857142857142857,1,0,610000399165|610000399171,3/7|5/7,5,62539
high,610000399494,610000399495,610000399517,1,23,3,4,0,0,11,3,right,3/11,11/7,3/7,0.42857142857142855,5,5,5/7,0.7142857142857143,0.2857142857142857,1,1,610000399495|610000399499|610000399513|610000399517,3/7|1/7|1/7|5/7,5|20143|762389,62539
high,610000399607,610000399609,610000399621,2,14,1,2,0,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,11,3,3/7,0.42857142857142855,0.2857142857142857,1,0,610000399609|610000399621,1/7|3/7,4987,62539
high,610000399673,610000399675,610000399681,2,8,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,1,1,1/7,0.14285714285714285,-0.5714285714285714,0,1,610000399675|610000399679|610000399681,5/7|1/7|1/7,5|11,62539
high,610000400391,610000400393,610000400407,2,16,1,2,0,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,13,1,1/7,0.14285714285714285,0.0,0,0,610000400393|610000400407,1/7|1/7,127,62539
high,610000401689,610000401691,610000401701,2,12,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,5,5,5/7,0.7142857142857143,0.0,1,1,610000401691|610000401697|610000401701,5/7|1/7|5/7,37|47,62539
high,610000401776,610000401777,610000401797,1,21,4,5,0,0,11,3,right,3/11,11/7,3/7,0.42857142857142855,3,3,3/7,0.42857142857142855,0.0,1,1,610000401777|610000401779|610000401781|610000401793|610000401797,3/7|1/7|1/7|1/7|3/7,3|53|337|1777,62539
high,610000401875,610000401877,610000401953,2,78,4,5,0,0,13,1,right,1/13,13/7,1/7,0.14285714285714285,5,5,5/7,0.7142857142857143,0.5714285714285714,2,1,610000401877|610000401883|610000401887|610000401949|610000401953,1/7|5/7|5/7|1/7|5/7,17|32621|119129|273967,62539
high,610000401990,610000401991,610000402001,1,11,1,2,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,11,3,3/7,0.42857142857142855,0.2857142857142857,1,0,610000401991|610000402001,1/7|3/7,53,62539
high,610000402437,610000402439,610000402439,2,2,0,1,1,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,1,1,1/7,0.14285714285714285,0.0,0,0,610000402439,1/7,,62539
high,610000402824,610000402825,610000402831,1,7,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,1,1,1/7,0.14285714285714285,-0.5714285714285714,0,1,610000402825|610000402829|610000402831,5/7|1/7|1/7,5|17,62539
high,610000402967,610000402969,610000402981,2,14,1,2,0,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,11,3,3/7,0.42857142857142855,0.2857142857142857,1,0,610000402969|610000402981,1/7|3/7,41,62539
high,610000403116,610000403119,610000403161,3,45,4,5,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,2,2,610000403119|610000403123|610000403147|610000403153|610000403161,5/7|1/7|5/7|1/7|5/7,137|719|1033|1051,62539
high,610000403315,610000403317,610000403359,2,44,4,5,0,0,11,3,right,3/11,11/7,3/7,0.42857142857142855,11,3,3/7,0.42857142857142855,0.0,1,1,610000403317|610000403321|610000403323|610000403351|610000403359,3/7|1/7|3/7|3/7|3/7,277|1009|23539|28661,62539
high,610000403332,610000403333,610000403359,1,27,3,4,0,0,13,1,right,1/13,13/7,1/7,0.14285714285714285,11,3,3/7,0.42857142857142855,0.2857142857142857,1,0,610000403333|610000403347|610000403351|610000403359,1/7|1/7|3/7|3/7,59|79|28661,62539
high,610000403376,610000403377,610000403443,1,67,2,3,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,11,3,3/7,0.42857142857142855,0.2857142857142857,1,1,610000403377|610000403381|610000403443,1/7|5/7|3/7,31|297371,62539
high,610000403487,610000403489,610000403497,2,10,2,3,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,9,5,5/7,0.7142857142857143,0.5714285714285714,2,0,610000403489|610000403491|610000403497,1/7|3/7|5/7,173|349,62539
high,610000403726,610000403727,610000403731,1,5,2,3,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,5,5,5/7,0.7142857142857143,0.5714285714285714,2,0,610000403727|610000403729|610000403731,1/7|3/7|5/7,3|271,62539
high,610000403824,610000403825,610000403839,1,15,2,3,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,1,1,1/7,0.14285714285714285,0.0,1,1,610000403825|610000403827|610000403839,1/7|3/7|1/7,5|6007,62539
high,610000403964,610000403965,610000403989,1,25,3,4,0,0,1,1,left,1/13,1/7,1/7,0.14285714285714285,11,3,3/7,0.42857142857142855,0.2857142857142857,2,1,610000403965|610000403969|610000403977|610000403989,1/7|5/7|1/7|3/7,5|11|587,62539
high,610000403983,610000403987,610000403989,4,6,1,2,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,610000403987|610000403989,5/7|3/7,13,62539
high,610000405038,610000405039,610000405087,1,49,5,6,0,0,11,3,right,3/11,11/7,3/7,0.42857142857142855,3,3,3/7,0.42857142857142855,0.0,2,2,610000405039|610000405043|610000405051|610000405057|610000405067|610000405087,3/7|1/7|5/7|1/7|3/7|3/7,17|23|31|25799|30089,62539
high,610000405216,610000405219,610000405241,3,25,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,3,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,610000405219|610000405229|610000405241,5/7|5/7|3/7,127|7477,62539
high,610000405459,610000405461,610000405477,2,18,3,4,0,0,13,1,right,1/13,13/7,1/7,0.14285714285714285,1,1,1/7,0.14285714285714285,0.0,1,1,610000405461|610000405463|610000405471|610000405477,1/7|1/7|5/7|1/7,3|43|373,62539
high,610000405690,610000405691,610000405691,1,1,0,1,1,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,5,5,5/7,0.7142857142857143,0.0,0,0,610000405691,5/7,,62539
high,610000406362,610000406363,610000406363,1,1,0,1,1,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,5,5,5/7,0.7142857142857143,0.0,0,0,610000406363,5/7,,62539
high,610000406432,610000406433,610000406437,1,5,1,2,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,0,0,610000406433|610000406437,5/7|5/7,3,62539
high,610000406650,610000406651,610000406683,1,33,1,2,0,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,3,3,3/7,0.42857142857142855,0.2857142857142857,1,0,610000406651|610000406683,1/7|3/7,291901,62539
high,610000406893,610000406895,610000406903,2,10,2,3,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,13,1,1/7,0.14285714285714285,-0.5714285714285714,0,1,610000406895|610000406899|610000406903,5/7|5/7|1/7,3|13,62539
high,610000406901,610000406903,610000406903,2,2,0,1,1,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,13,1,1/7,0.14285714285714285,0.0,0,0,610000406903,1/7,,62539
high,610000406999,610000407001,610000407013,2,14,2,3,0,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,11,3,3/7,0.42857142857142855,0.2857142857142857,1,1,610000407001|610000407007|610000407013,1/7|5/7|3/7,19|73,62539
high,610000407664,610000407665,610000407671,1,7,1,2,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,610000407665|610000407671,5/7|3/7,5,62539
high,610000407824,610000407825,610000407839,1,15,3,4,0,0,11,3,right,3/11,11/7,3/7,0.42857142857142855,11,3,3/7,0.42857142857142855,0.0,1,1,610000407825|610000407827|610000407829|610000407839,3/7|1/7|1/7|3/7,3|17|11447,62539
high,610000408016,610000408019,610000408049,3,33,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,1,1,610000408019|610000408037|610000408049,5/7|1/7|3/7,55663|531133,62539
high,610000408173,610000408175,610000408187,2,14,2,3,0,1,11,3,right,3/11,11/7,3/7,0.42857142857142855,9,5,5/7,0.7142857142857143,0.2857142857142857,1,1,610000408175|610000408177|610000408187,3/7|1/7|5/7,5|1129,62539
high,610000408559,610000408561,610000408571,2,12,1,2,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,1,1,1/7,0.14285714285714285,-0.5714285714285714,0,1,610000408561|610000408571,5/7|1/7,79,62539
high,610000408681,610000408683,610000408697,2,16,4,5,0,0,1,1,left,1/13,1/7,1/7,0.14285714285714285,1,1,1/7,0.14285714285714285,0.0,2,1,610000408683|610000408685|610000408687|610000408691|610000408697,1/7|3/7|5/7|5/7|1/7,3|5|1289|9601,62539
high,610000408801,610000408803,610000408811,2,10,3,4,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,3,3,3/7,0.42857142857142855,-0.2857142857142857,1,2,610000408803|610000408805|610000408807|610000408811,5/7|3/7|1/7|3/7,3|5|769,62539
high,610000409684,610000409685,610000409713,1,29,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,1,1,610000409685|610000409687|610000409713,5/7|3/7|5/7,3|47,62539
high,610000409761,610000409763,610000409779,2,18,3,4,0,0,3,3,left,3/11,3/7,3/7,0.42857142857142855,5,5,5/7,0.7142857142857143,0.2857142857142857,2,1,610000409763|610000409765|610000409771|610000409779,3/7|5/7|3/7|5/7,3|5|761,62539
high,610000409781,610000409783,610000409783,2,2,0,1,1,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,0,0,610000409783,5/7,,62539
high,610000409921,610000409923,610000409923,2,2,0,1,1,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,0,0,610000409923,5/7,,62539
high,610000411257,610000411259,610000411271,2,14,1,2,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,13,1,1/7,0.14285714285714285,0.0,0,0,610000411259|610000411271,1/7|1/7,131,62539
high,610000411529,610000411533,610000411609,4,80,7,8,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,1,1,1/7,0.14285714285714285,-0.5714285714285714,2,4,610000411533|610000411535|610000411537|610000411541|610000411543|610000411547|610000411583|610000411609,5/7|3/7|1/7|3/7|5/7|5/7|3/7|1/7,3|5|11|409|94907|139169|657581,62539
high,610000411731,610000411733,610000411799,2,68,3,4,0,0,13,1,right,1/13,13/7,1/7,0.14285714285714285,9,5,5/7,0.7142857142857143,0.5714285714285714,2,1,610000411733|610000411739|610000411763|610000411799,1/7|5/7|1/7|5/7,83|39511|250307,62539
high,610000411815,610000411817,610000411817,2,2,0,1,1,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,13,1,1/7,0.14285714285714285,0.0,0,0,610000411817,1/7,,62539
high,610000412020,610000412023,610000412039,3,19,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,1,1,610000412023|610000412027|610000412039,5/7|1/7|3/7,3697|138547,62539
high,610000412953,610000412955,610000412981,2,28,4,5,0,0,3,3,left,3/11,3/7,3/7,0.42857142857142855,1,1,1/7,0.14285714285714285,-0.2857142857142857,1,2,610000412955|610000412957|610000412963|610000412969|610000412981,3/7|5/7|3/7|3/7|1/7,3|13|1693|3271,62539
high,610000413114,610000413115,610000413163,1,49,3,4,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,1,1,1/7,0.14285714285714285,-0.5714285714285714,0,1,610000413115|610000413119|610000413133|610000413163,5/7|1/7|1/7|1/7,5|19|751,62539
high,610000413155,610000413157,610000413163,2,8,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,1,1,1/7,0.14285714285714285,-0.5714285714285714,0,1,610000413157|610000413161|610000413163,5/7|1/7|1/7,19|37,62539
high,610000413407,610000413409,610000413443,2,36,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,1,1,1/7,0.14285714285714285,-0.5714285714285714,0,1,610000413409|610000413413|610000413443,5/7|1/7|1/7,310591|774467,62539
high,610000413476,610000413479,610000413479,3,3,0,1,1,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,0,0,610000413479,5/7,,62539
high,610000413719,610000413721,610000413761,2,42,2,3,0,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,11,3,3/7,0.42857142857142855,0.2857142857142857,1,0,610000413721|610000413749|610000413761,1/7|1/7|3/7,433|5689,62539
high,610000414100,610000414101,610000414157,1,57,5,6,0,0,1,1,left,1/13,1/7,1/7,0.14285714285714285,1,1,1/7,0.14285714285714285,0.0,3,2,610000414101|610000414103|610000414109|610000414139|610000414147|610000414157,1/7|3/7|5/7|3/7|5/7|1/7,3|31|127|149|353,62539
high,610000414258,610000414259,610000414273,1,15,2,3,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,5,5,5/7,0.7142857142857143,0.0,1,1,610000414259|610000414267|610000414273,5/7|1/7|5/7,19|6961,62539
high,610000414410,610000414411,610000414483,1,73,3,4,0,0,3,3,left,3/11,3/7,3/7,0.42857142857142855,5,5,5/7,0.7142857142857143,0.2857142857142857,2,1,610000414411|610000414417|610000414477|610000414483,3/7|5/7|1/7|5/7,19|407177|707543,62539
high,610000414646,610000414647,610000414679,1,33,3,4,0,0,1,1,left,1/13,1/7,1/7,0.14285714285714285,5,5,5/7,0.7142857142857143,0.5714285714285714,2,0,610000414647|610000414649|610000414663|610000414679,1/7|3/7|3/7|5/7,3|347|15971,62539
high,610000414906,610000414907,610000414921,1,15,3,4,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,1,2,610000414907|610000414909|610000414913|610000414921,5/7|3/7|1/7|5/7,13|31|179,62539
high,610000414924,610000414925,610000414931,1,7,2,3,0,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,5,5,5/7,0.7142857142857143,0.5714285714285714,1,0,610000414925|610000414927|610000414931,1/7|1/7|5/7,5|131,62539
high,610000414930,610000414931,610000414931,1,1,0,1,1,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,5,5,5/7,0.7142857142857143,0.0,0,0,610000414931,5/7,,62539
high,610000415026,610000415027,610000415051,1,25,2,3,0,1,3,3,left,3/11,3/7,3/7,0.42857142857142855,13,1,1/7,0.14285714285714285,-0.2857142857142857,0,1,610000415027|610000415041|610000415051,3/7|3/7|1/7,2053|4673,62539
high,610000415042,610000415043,610000415051,1,9,2,3,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,13,1,1/7,0.14285714285714285,-0.5714285714285714,0,1,610000415043|610000415047|610000415051,5/7|5/7|1/7,3|109,62539
high,610000415706,610000415707,610000415707,1,1,0,1,1,1,11,3,right,3/11,11/7,3/7,0.42857142857142855,11,3,3/7,0.42857142857142855,0.0,0,0,610000415707,3/7,,62539
high,610000416103,610000416105,610000416139,2,36,3,4,0,0,3,3,left,3/11,3/7,3/7,0.42857142857142855,9,5,5/7,0.7142857142857143,0.2857142857142857,2,1,610000416105|610000416107|610000416131|610000416139,3/7|5/7|1/7|5/7,3|389|1867,62539
high,610000416190,610000416191,610000416251,1,61,4,5,0,0,5,5,left,5/9,5/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,1,2,610000416191|610000416197|610000416199|610000416209|610000416251,5/7|3/7|1/7|5/7|5/7,17|19|46877|77983,62539
high,610000416319,610000416321,610000416323,2,4,1,2,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,610000416321|610000416323,5/7|3/7,3,62539
high,610000416781,610000416783,610000416859,2,78,7,8,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,1,1,1/7,0.14285714285714285,-0.5714285714285714,2,3,610000416783|610000416785|610000416787|610000416791|610000416793|610000416797|610000416853|610000416859,5/7|3/7|1/7|3/7|5/7|5/7|5/7|1/7,3|5|37|109|14251|37861|465151,62539
high,610000417131,610000417133,610000417151,2,20,1,2,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,13,1,1/7,0.14285714285714285,-0.5714285714285714,0,1,610000417133|610000417151,5/7|1/7,435751,62539
high,610000417391,610000417393,610000417441,2,50,3,4,0,0,3,3,left,3/11,3/7,3/7,0.42857142857142855,9,5,5/7,0.7142857142857143,0.2857142857142857,2,1,610000417393|610000417399|610000417421|610000417441,3/7|5/7|3/7|5/7,101|19121|188491,62539
high,610000417628,610000417629,610000417651,1,23,3,4,0,0,1,1,left,1/13,1/7,1/7,0.14285714285714285,9,5,5/7,0.7142857142857143,0.5714285714285714,2,0,610000417629|610000417631|610000417633|610000417651,1/7|3/7|5/7|5/7,3|11|184607,62539
high,610000417876,610000417877,610000417879,1,3,1,2,0,1,11,3,right,3/11,11/7,3/7,0.42857142857142855,13,1,1/7,0.14285714285714285,-0.2857142857142857,0,1,610000417877|610000417879,3/7|1/7,23,62539
high,610000417905,610000417907,610000417951,2,46,3,4,0,0,13,1,right,1/13,13/7,1/7,0.14285714285714285,1,1,1/7,0.14285714285714285,0.0,1,1,610000417907|610000417909|610000417913|610000417951,1/7|1/7|5/7|1/7,19|223|225143,62539
high,610000418121,610000418123,610000418141,2,20,1,2,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,0,0,610000418123|610000418141,5/7|5/7,577,62539
high,610000418530,610000418533,610000418551,3,21,4,5,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,13,1,1/7,0.14285714285714285,-0.5714285714285714,1,2,610000418533|610000418537|610000418539|610000418543|610000418551,5/7|1/7|1/7|5/7|1/7,11|17|29|89,62539
high,610000418733,610000418735,610000418759,2,26,4,5,0,0,1,1,left,1/13,1/7,1/7,0.14285714285714285,11,3,3/7,0.42857142857142855,0.2857142857142857,2,1,610000418735|610000418737|610000418747|610000418749|610000418759,1/7|3/7|1/7|1/7|3/7,5|137|613|661,62539
high,610000418898,610000418899,610000418921,1,23,2,3,0,1,11,3,right,3/11,11/7,3/7,0.42857142857142855,5,5,5/7,0.7142857142857143,0.2857142857142857,1,1,610000418899|610000418903|610000418921,3/7|1/7|5/7,47|409,62539
high,610000419224,610000419225,610000419233,1,9,2,3,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,9,5,5/7,0.7142857142857143,0.5714285714285714,2,0,610000419225|610000419227|610000419233,1/7|3/7|5/7,3|263,62539
high,610000419343,610000419345,610000419361,2,18,4,5,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,1,3,610000419345|610000419347|610000419349|610000419359|610000419361,5/7|3/7|1/7|5/7|3/7,3|11|23|227,62539
high,610000419388,610000419389,610000419397,1,9,1,2,0,1,11,3,right,3/11,11/7,3/7,0.42857142857142855,5,5,5/7,0.7142857142857143,0.2857142857142857,1,0,610000419389|610000419397,3/7|5/7,19,62539
high,610000419693,610000419695,610000419703,2,10,3,4,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,3,3,3/7,0.42857142857142855,-0.2857142857142857,1,2,610000419695|610000419697|610000419701|610000419703,5/7|3/7|1/7|3/7,5|41|83,62539
high,610000419812,610000419813,610000419823,1,11,3,4,0,0,1,1,left,1/13,1/7,1/7,0.14285714285714285,11,3,3/7,0.42857142857142855,0.2857142857142857,2,1,610000419813|610000419815|610000419817|610000419823,1/7|3/7|5/7|3/7,3|5|101,62539
high,610000419872,610000419873,610000419877,1,5,1,2,0,1,5,5,left,5/9,5/7,5/7,0.7142857142857143,9,5,5/7,0.7142857142857143,0.0,0,0,610000419873|610000419877,5/7|5/7,3,62539
high,610000420058,610000420059,610000420063,1,5,2,3,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,13,1,1/7,0.14285714285714285,-0.5714285714285714,0,2,610000420059|610000420061|610000420063,5/7|3/7|1/7,3|109,62539
high,610000420217,610000420219,610000420247,2,30,1,2,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,1,1,1/7,0.14285714285714285,0.0,0,0,610000420219|610000420247,1/7|1/7,10253,62539
high,610000420591,610000420593,610000420609,2,18,4,5,0,0,11,3,right,3/11,11/7,3/7,0.42857142857142855,13,1,1/7,0.14285714285714285,-0.2857142857142857,1,2,610000420593|610000420595|610000420597|610000420607|610000420609,3/7|1/7|1/7|3/7|1/7,3|5|6833|514873,62539
high,610000421220,610000421221,610000421297,1,77,3,4,0,0,9,5,right,5/9,9/7,5/7,0.7142857142857143,1,1,1/7,0.14285714285714285,-0.5714285714285714,0,2,610000421221|610000421237|610000421279|610000421297,5/7|3/7|3/7|1/7,127|252151|511933,62539
high,610000421306,610000421307,610000421309,1,3,1,2,0,1,11,3,right,3/11,11/7,3/7,0.42857142857142855,13,1,1/7,0.14285714285714285,-0.2857142857142857,0,1,610000421307|610000421309,3/7|1/7,3,62539
high,610000421372,610000421375,610000421377,3,5,1,2,0,1,9,5,right,5/9,9/7,5/7,0.7142857142857143,11,3,3/7,0.42857142857142855,-0.2857142857142857,0,1,610000421375|610000421377,5/7|3/7,5,62539
high,610000421487,610000421489,610000421539,2,52,2,3,0,1,11,3,right,3/11,11/7,3/7,0.42857142857142855,5,5,5/7,0.7142857142857143,0.2857142857142857,1,1,610000421489|610000421491|610000421539,3/7|1/7|5/7,2777|111497,62539
high,610000421644,610000421645,610000421689,1,45,3,4,0,0,13,1,right,1/13,13/7,1/7,0.14285714285714285,1,1,1/7,0.14285714285714285,0.0,1,1,610000421645|610000421647|610000421663|610000421689,1/7|1/7|3/7|1/7,5|3593|4327,62539
high,610000422134,610000422135,610000422151,1,17,2,3,0,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,1,1,1/7,0.14285714285714285,0.0,0,0,610000422135|610000422137|610000422151,1/7|1/7|1/7,3|208877,62539
high,610000422218,610000422219,610000422223,1,5,2,3,0,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,3,3,3/7,0.42857142857142855,0.2857142857142857,1,0,610000422219|610000422221|610000422223,1/7|1/7|3/7,3|397,62539
high,610000422292,610000422293,610000422313,1,21,3,4,0,0,3,3,left,3/11,3/7,3/7,0.42857142857142855,9,5,5/7,0.7142857142857143,0.2857142857142857,2,1,610000422293|610000422299|610000422301|610000422313,3/7|5/7|3/7|5/7,23|137|317,62539
high,610000423294,610000423295,610000423309,1,15,3,4,0,0,11,3,right,3/11,11/7,3/7,0.42857142857142855,11,3,3/7,0.42857142857142855,0.0,1,1,610000423295|610000423297|610000423301|610000423309,3/7|1/7|3/7|3/7,5|17|96431,62539
high,610000423591,610000423593,610000423597,2,6,2,3,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,5,5,5/7,0.7142857142857143,0.5714285714285714,2,0,610000423593|610000423595|610000423597,1/7|3/7|5/7,3|5,62539
high,610000423718,610000423719,610000423727,1,9,3,4,0,0,1,1,left,1/13,1/7,1/7,0.14285714285714285,9,5,5/7,0.7142857142857143,0.5714285714285714,2,0,610000423719|610000423721|610000423723|610000423727,1/7|3/7|5/7|5/7,3|13|139,62539
high,610000423942,610000423943,610000423951,1,9,1,2,0,1,1,1,left,1/13,1/7,1/7,0.14285714285714285,9,5,5/7,0.7142857142857143,0.5714285714285714,1,0,610000423943|610000423951,1/7|5/7,17,62539
high,610000423996,610000423997,610000424051,1,55,1,2,0,1,13,1,right,1/13,13/7,1/7,0.14285714285714285,11,3,3/7,0.42857142857142855,0.2857142857142857,1,0,610000423997|610000424051,1/7|3/7,59069,62539
high,610000424277,610000424279,610000424347,2,70,4,5,0,0,1,1,left,1/13,1/7,1/7,0.14285714285714285,13,1,1/7,0.14285714285714285,0.0,2,2,610000424279|610000424287|610000424303|610000424311|610000424347,1/7|5/7|3/7|5/7|1/7,139|2459|128257|605531,62539
